,City,time,co,dew,h,no2,o3,p,pm10,pm25,r,so2,t,w
1341,Samut Sakhon,2025-04-01,,22.0,55.0,7.5,2.8,1012.0,33.0,83.0,0.4,7.4,32.0,2.5
1342,Samut Sakhon,2025-04-02,,22.6,52.7,7.5,2.8,1009.6,33.0,82.0,0.4,7.4,33.6,1.0
1343,Samut Sakhon,2025-04-03,,21.0,49.0,7.5,2.8,1013.0,33.0,34.0,0.4,6.9,33.0,3.0
1344,Samut Sakhon,2025-04-04,,23.0,55.0,7.5,2.8,1012.0,33.0,22.0,0.4,5.3,33.0,3.0
1345,Samut Sakhon,2025-04-05,,-5.5,7.1,7.5,2.8,1011.1,33.0,34.0,0.4,1.1,35.4,3.0
1346,Samut Sakhon,2025-04-06,,-5.5,7.1,7.5,2.8,1011.1,33.0,34.0,0.4,1.1,35.4,3.0
1347,Samut Sakhon,2025-04-07,,10.299999999999999,44.65,7.5,2.8,1009.25,33.0,64.0,1.15,0.8500000000000001,31.15,1.75
1348,Samut Sakhon,2025-04-08,,27.0,67.4,7.5,2.8,1010.4,33.0,47.0,1.9,2.2,33.9,3.0
1349,Samut Sakhon,2025-04-09,,23.0,52.0,7.5,2.8,1011.0,33.0,55.0,1.9,0.6,34.0,5.1
1350,Samut Sakhon,2025-04-10,,-6.5,7.7,7.5,2.8,1010.2,33.0,73.0,0.5,0.6,32.6,1.5
1351,Samut Sakhon,2025-04-11,,-5.7,7.4,7.5,2.8,1008.5,33.0,96.0,0.5,0.6,34.2,0.5
1352,Saraburi,2025-02-19,0.1,20.0,62.25,9.8,4.4,1010.75,59.0,99.0,0.7,0.6,30.1,0.35
1353,Saraburi,2025-02-20,0.1,20.0,62.25,9.8,4.4,1010.75,59.0,99.0,0.7,0.6,30.1,0.35
1354,Saraburi,2025-02-21,0.1,20.0,76.0,9.8,4.4,1010.8,63.0,122.0,0.7,0.6,26.6,0.5
1355,Saraburi,2025-02-22,0.1,20.0,63.5,9.8,4.4,1012.9,58.0,93.5,0.7,0.6,29.950000000000003,0.6
1356,Saraburi,2025-02-23,0.1,20.0,64.15,9.8,4.4,1012.55,49.5,73.5,0.7,0.6,29.1,0.6
1357,Saraburi,2025-02-24,0.1,20.0,58.0,9.8,4.4,1017.0,38.0,40.0,0.7,0.6,29.0,4.6
1358,Saraburi,2025-02-25,0.1,-6.0,11.2,9.8,4.4,1018.7,48.0,50.0,0.7,0.6,26.6,2.5
1359,Saraburi,2025-02-26,0.1,5.85,33.15,9.8,4.4,1016.75,36.0,58.0,0.7,0.6,26.2,3.3
1360,Saraburi,2025-02-27,0.1,19.0,41.0,9.8,4.4,1014.0,55.0,76.0,0.7,0.6,34.0,3.0
1361,Saraburi,2025-02-28,0.1,-6.1,7.9,9.8,4.4,1014.0,53.0,93.0,0.7,0.6,32.7,2.0
1362,Saraburi,2025-03-01,0.1,-6.75,8.45,9.8,4.4,1010.8,46.0,67.0,0.7,0.6,30.65,2.75
1363,Saraburi,2025-03-02,0.1,-6.1,7.6,9.8,4.4,1009.2,45.0,59.0,0.7,0.6,33.4,1.5
1364,Saraburi,2025-03-03,0.1,-6.5,7.4,9.8,4.4,1009.4,49.0,63.0,0.7,0.6,33.3,3.0
1365,Saraburi,2025-03-04,0.1,-6.5,7.8,9.8,4.4,1009.9,43.0,62.0,0.7,0.6,32.3,3.0
1366,Saraburi,2025-03-05,0.1,-6.8,7.7,9.8,4.4,1009.2,39.0,62.0,0.7,0.6,32.1,3.6
1367,Saraburi,2025-03-06,0.1,-6.4,8.0,9.8,4.4,1010.8,32.0,51.0,0.7,0.6,31.9,2.0
1368,Saraburi,2025-03-07,0.1,20.5,91.2,9.8,4.4,969.1,63.0,85.0,0.7,0.6,20.6,6.1
1369,Saraburi,2025-03-08,0.1,-7.4,11.4,9.8,4.4,1013.8,51.0,56.0,99.0,0.6,24.5,2.0
1370,Saraburi,2025-03-09,0.1,-6.8,11.3,9.8,4.4,1014.2,45.0,65.0,0.2,0.6,25.5,3.6
1371,Saraburi,2025-03-10,0.1,-5.0,8.2,9.8,4.4,1014.4,59.0,66.0,0.2,0.6,33.4,4.6
1372,Saraburi,2025-03-11,0.1,-4.9,7.8,9.8,4.4,1012.8,63.0,117.0,0.2,0.6,34.5,1.0
1373,Saraburi,2025-03-12,0.1,-4.9,7.8,9.8,4.4,1012.8,63.0,117.0,0.2,0.6,34.5,1.0
1374,Saraburi,2025-03-13,0.1,-4.9,57.0,9.8,4.4,1007.3499999999999,39.5,68.0,0.2,0.6,34.15,0.6
1375,Saraburi,2025-03-14,0.1,-4.9,57.0,9.8,4.4,1007.3499999999999,39.5,68.0,0.2,0.6,34.15,0.6
1376,Saraburi,2025-03-15,0.1,-4.9,57.0,9.8,4.4,1007.3499999999999,39.5,68.0,0.2,0.6,34.15,0.6
1377,Saraburi,2025-03-16,0.1,-4.9,57.0,9.8,4.4,1007.3499999999999,39.5,68.0,0.2,0.6,34.15,0.6
1378,Saraburi,2025-03-17,0.1,-4.9,57.0,9.8,4.4,1007.3499999999999,39.5,68.0,0.2,0.6,34.15,0.6
1379,Saraburi,2025-03-18,0.1,-4.9,67.0,9.8,4.4,1010.55,50.5,82.0,0.2,0.6,29.950000000000003,0.2
1380,Saraburi,2025-03-19,0.1,-4.9,44.5,9.8,4.4,1013.2,56.0,92.0,0.2,0.6,31.6,0.5
1381,Saraburi,2025-03-20,0.1,-4.9,42.0,9.8,4.4,1015.8,246.0,56.0,0.2,0.6,29.1,0.5
1382,Saraburi,2025-03-21,0.1,-4.9,49.0,9.8,4.4,1017.1,67.0,123.0,0.2,0.6,28.3,0.2
1383,Saraburi,2025-03-22,0.1,-4.9,49.0,9.8,4.4,1017.1,67.0,123.0,0.2,0.6,28.3,0.2
1384,Saraburi,2025-03-23,0.1,-4.9,39.25,9.8,4.4,1011.75,70.5,143.5,0.2,0.6,33.0,0.35
1385,Saraburi,2025-03-24,0.1,-4.9,44.0,9.8,4.4,1007.9,73.0,164.0,0.2,0.6,35.5,0.7
1386,Saraburi,2025-03-25,0.1,-4.9,64.5,9.8,4.4,1006.7,60.0,107.0,0.2,0.6,33.0,0.5
1387,Saraburi,2025-03-26,0.1,-4.9,67.5,9.8,4.4,1006.3,57.0,102.0,0.2,0.6,32.7,0.2
1388,Saraburi,2025-03-27,0.1,-4.9,67.5,9.8,4.4,1006.3,57.0,102.0,0.2,0.6,32.7,0.2
1389,Saraburi,2025-03-28,0.1,-4.9,48.0,9.8,4.4,1005.5,55.0,92.0,0.2,0.6,35.0,1.0
1390,Saraburi,2025-03-29,0.1,-4.9,56.0,9.8,4.4,1006.6,51.0,93.0,0.2,0.6,34.7,0.5
1391,Saraburi,2025-03-30,0.1,-4.9,56.0,9.8,4.4,1006.6,51.0,93.0,0.2,0.6,34.7,0.5
1392,Saraburi,2025-03-31,0.1,-4.9,69.0,9.8,4.4,1009.8,47.5,71.0,0.2,0.6,29.400000000000002,0.35
1393,Saraburi,2025-04-01,0.1,-4.9,56.0,9.8,4.4,1011.0,52.0,79.0,0.2,0.6,32.7,0.2
1394,Saraburi,2025-04-02,0.1,-4.9,51.0,9.8,4.4,1010.2,58.0,93.0,0.2,0.6,33.8,0.5
1395,Saraburi,2025-04-03,0.1,-4.9,64.0,9.8,4.4,1012.6,50.0,75.0,0.2,0.6,30.5,0.5
1396,Saraburi,2025-04-04,0.1,-4.9,58.0,9.8,4.4,1011.0,40.0,60.0,0.2,0.6,33.8,1.0
1397,Saraburi,2025-04-05,0.1,-4.9,61.0,9.8,4.4,1010.2,40.0,39.0,0.2,0.6,33.8,2.0
1398,Saraburi,2025-04-06,0.1,-4.9,61.0,9.8,4.4,1010.2,40.0,39.0,0.2,0.6,33.8,2.0
1399,Saraburi,2025-04-07,0.1,-4.9,62.75,9.8,4.4,1008.75,46.0,70.0,0.2,0.6,32.45,0.6
1400,Saraburi,2025-04-08,0.1,-4.9,56.0,9.8,4.4,1009.0,52.0,95.0,0.2,0.6,35.5,2.0
1401,Saraburi,2025-04-09,0.1,-4.9,64.0,9.8,4.4,1009.8,47.0,70.0,0.2,0.6,33.8,0.2
1402,Saraburi,2025-04-10,0.1,-4.9,65.0,9.8,4.4,1008.9,35.0,53.0,0.2,0.6,32.2,1.0
1403,Saraburi,2025-04-11,0.1,-4.9,66.0,9.8,4.4,1007.4,34.0,61.0,0.2,0.6,32.7,1.0
1404,Satun,2025-02-19,0.1,-6.1,8.05,1.8,6.4,1006.75,21.0,47.0,0.4,0.6,32.25,2.5
1405,Satun,2025-02-20,0.1,-6.1,8.05,1.8,6.4,1006.75,21.0,47.0,0.4,0.6,32.25,2.5
1406,Satun,2025-02-21,0.1,-7.6,9.0,1.8,6.4,1008.1,21.0,53.0,0.4,0.6,28.3,0.5
1407,Satun,2025-02-22,0.1,9.25,45.85,1.8,6.4,1012.6,21.0,49.0,0.4,0.6,29.4,2.5
1408,Satun,2025-02-23,0.1,8.3,39.0,1.8,6.4,1009.65,21.0,41.0,0.4,0.6,30.45,4.05
1409,Satun,2025-02-24,0.1,24.0,94.0,1.8,6.4,1013.0,21.0,25.0,0.4,0.6,25.0,1.5
1410,Satun,2025-02-25,0.1,-7.2,8.1,1.8,6.4,1010.6,21.0,47.0,0.4,0.6,30.7,2.0
1411,Satun,2025-02-26,0.1,22.6,69.45,1.8,6.4,1013.9,21.0,40.5,99.7,0.6,28.75,6.1
1412,Satun,2025-02-27,0.1,23.0,66.0,1.8,6.4,1013.0,21.0,54.0,99.7,0.6,30.0,7.2
1413,Satun,2025-02-28,0.1,23.0,66.0,1.8,6.4,1012.0,21.0,51.0,99.7,0.6,30.0,4.6
1414,Satun,2025-03-01,0.1,-6.199999999999999,8.25,1.8,6.4,1007.95,21.0,47.0,99.45,0.6,31.7,2.0
1415,Satun,2025-03-02,0.1,-4.9,7.8,1.8,6.4,1005.5,21.0,53.0,99.7,0.6,34.5,4.6
1416,Satun,2025-03-03,0.1,-5.1,7.7,1.8,6.4,1005.9,21.0,58.0,99.7,0.6,34.5,2.0
1417,Satun,2025-03-04,0.1,-5.1,7.5,1.8,6.4,1005.4,21.0,59.0,99.7,0.6,34.9,2.5
1418,Satun,2025-03-05,0.1,-5.1,7.2,1.8,6.4,1004.9,21.0,59.0,99.7,0.6,35.6,2.0
1419,Satun,2025-03-06,0.1,-5.2,6.9,1.8,6.4,1006.4,21.0,57.0,99.7,0.6,36.3,2.0
1420,Satun,2025-03-07,0.1,-4.8,9.3,1.8,6.4,1008.7,21.0,54.0,99.7,0.6,31.5,2.0
1421,Satun,2025-03-08,0.1,-5.6,7.0,1.8,6.4,1006.2,21.0,35.0,2.5,0.6,35.5,3.0
1422,Satun,2025-03-09,0.1,-7.4,8.5,1.8,6.4,1009.3,21.0,39.0,2.5,0.6,29.5,2.0
1423,Satun,2025-03-10,0.1,-6.5,7.4,1.8,6.4,1008.6,21.0,36.0,99.2,0.6,33.3,2.0
1424,Satun,2025-03-11,0.1,24.0,83.0,1.8,6.4,1011.0,21.0,45.0,99.2,0.6,27.0,3.0
1425,Satun,2025-03-12,0.1,23.6,54.1,1.8,6.4,1004.8,21.0,35.0,99.2,0.6,34.2,2.5
1426,Satun,2025-03-13,0.1,-5.9,7.4,1.8,6.4,1008.1,21.0,41.0,99.2,0.6,34.0,2.0
1427,Satun,2025-03-14,0.1,-5.9,7.4,1.8,6.4,1008.1,21.0,41.0,99.2,0.6,34.0,2.0
1428,Satun,2025-03-15,0.1,-5.9,7.4,1.8,6.4,1008.1,21.0,41.0,99.2,0.6,34.0,2.0
1429,Satun,2025-03-16,0.1,-5.9,7.4,1.8,6.4,1008.1,21.0,41.0,99.2,0.6,34.0,2.0
1430,Satun,2025-03-17,0.1,-5.9,7.4,1.8,6.4,1008.1,21.0,41.0,99.2,0.6,34.0,2.0
1431,Satun,2025-03-18,0.1,-6.5,7.9,1.8,6.4,1007.15,21.0,50.0,0.8,0.6,32.05,2.5
1432,Satun,2025-03-19,0.1,21.6,47.4,1.8,6.4,1011.8,21.0,51.0,0.8,0.6,34.4,4.1
1433,Satun,2025-03-20,0.1,-6.4,8.0,1.8,6.4,1011.1,21.0,62.0,0.2,0.6,32.0,2.5
1434,Satun,2025-03-21,0.1,23.0,66.0,1.8,6.4,1014.0,21.0,59.0,0.2,0.6,30.0,6.1
1435,Satun,2025-03-22,0.1,23.0,66.0,1.8,6.4,1014.0,21.0,59.0,0.2,0.6,30.0,6.1
1436,Satun,2025-03-23,0.1,7.85,33.4,1.8,6.4,1010.3,21.0,70.0,99.3,0.6,30.7,6.3999999999999995
1437,Satun,2025-03-24,0.1,20.3,43.5,1.8,6.4,1009.2,21.0,63.0,1.5,0.6,34.5,3.0
1438,Satun,2025-03-25,0.1,-6.2,7.5,1.8,6.4,1006.1,21.0,71.0,1.5,0.6,33.4,1.5
1439,Satun,2025-03-26,0.1,-5.1,7.1,1.8,6.4,1004.3,21.0,76.0,1.5,0.6,35.8,2.0
1440,Satun,2025-03-27,0.1,-5.1,7.1,1.8,6.4,1004.3,21.0,76.0,1.5,0.6,35.8,2.0
1441,Satun,2025-03-28,0.1,23.0,55.0,1.8,6.4,1008.0,21.0,73.0,1.5,0.6,33.0,1.5
1442,Satun,2025-03-29,0.1,-6.1,6.9,1.8,6.4,1005.0,21.0,71.0,3.5,0.6,34.9,1.0
1443,Satun,2025-03-30,0.1,-6.1,6.9,1.8,6.4,1005.0,21.0,71.0,3.5,0.6,34.9,1.0
1444,Satun,2025-03-31,0.1,-6.25,7.25,1.8,6.4,1004.25,21.0,58.5,1.1,0.6,33.849999999999994,1.25
1445,Satun,2025-04-01,0.1,22.0,52.0,1.8,6.4,1009.0,21.0,45.0,0.8,0.6,33.0,5.1
1446,Satun,2025-04-02,0.1,-7.5,8.3,1.8,6.4,1007.5,21.0,36.0,2.7,0.6,29.9,2.0
1447,Satun,2025-04-03,0.1,-5.6,8.9,1.8,6.4,1010.2,21.0,24.0,0.3,0.6,31.2,3.0
1448,Satun,2025-04-04,0.1,24.0,70.0,1.8,6.4,1011.0,21.0,35.0,0.3,0.6,30.0,3.0
1449,Satun,2025-04-05,0.1,-5.9,7.7,1.8,6.4,1008.1,21.0,41.0,2.3,0.6,33.4,2.5
1450,Satun,2025-04-06,0.1,-5.9,7.7,1.8,6.4,1008.1,21.0,41.0,2.3,0.6,33.4,2.5
1451,Satun,2025-04-07,0.1,9.4,45.0,1.8,6.4,1006.55,21.0,36.5,2.05,0.6,29.450000000000003,3.05
1452,Satun,2025-04-08,0.1,25.0,78.5,1.8,6.4,1009.5,21.0,45.0,2.5,0.6,29.0,3.8
1453,Satun,2025-04-09,0.1,24.0,60.5,1.8,6.4,1010.5,21.0,52.0,2.5,0.6,32.5,2.5
1454,Satun,2025-04-10,0.1,-7.9,7.4,1.8,6.4,1006.3,21.0,50.0,0.7,0.6,31.3,0.5
1455,Satun,2025-04-11,0.1,-7.4,7.2,1.8,6.4,1007.6,21.0,41.0,0.2,0.6,32.6,0.5
1456,Suphan Buri,2025-02-19,0.1,8.350000000000001,36.4,4.1,5.2,1010.95,22.5,52.5,99.0,0.6,30.8,2.25
1457,Suphan Buri,2025-02-20,0.1,8.350000000000001,36.4,4.1,5.2,1010.95,22.5,52.5,99.0,0.6,30.8,2.25
1458,Suphan Buri,2025-02-21,0.1,-8.5,9.2,4.1,5.2,1011.4,129.0,113.0,99.0,0.6,26.7,4.1
1459,Suphan Buri,2025-02-22,0.10000000000000002,-8.233333333333333,53.26666666666667,4.1,5.2,1013.2666666666668,57.0,77.0,99.0,0.6,28.166666666666668,1.2333333333333334
1460,Suphan Buri,2025-02-23,0.1,8.95,34.3,4.1,5.2,1012.8,46.5,81.5,99.0,0.6,31.5,2.3
1461,Suphan Buri,2025-02-24,0.1,20.0,58.0,4.1,5.2,1017.0,10.0,39.0,99.0,0.6,29.0,4.6
1462,Suphan Buri,2025-02-25,0.1,19.5,67.4,4.1,5.2,1016.9,20.0,44.0,99.0,0.6,26.0,3.6
1463,Suphan Buri,2025-02-26,0.1,20.05,73.45,4.1,5.2,1017.15,19.0,53.5,99.0,0.6,25.25,2.8
1464,Suphan Buri,2025-02-27,0.1,19.0,41.0,4.1,5.2,1014.0,20.0,38.0,99.0,0.6,34.0,3.0
1465,Suphan Buri,2025-02-28,0.1,-4.8,8.9,4.1,5.2,1013.7,27.0,77.0,99.0,0.6,32.3,1.0
1466,Suphan Buri,2025-03-01,0.1,25.6,68.65,4.1,5.2,1009.8,53.0,56.0,99.0,0.6,32.1,2.3
1467,Suphan Buri,2025-03-02,0.1,-7.7,7.3,4.1,5.2,1010.2,12.0,34.0,99.0,0.6,31.9,2.0
1468,Suphan Buri,2025-03-03,0.1,24.7,51.7,4.1,5.2,1007.1,18.0,55.0,99.0,0.6,36.2,3.6
1469,Suphan Buri,2025-03-04,0.1,-7.7,7.3,4.1,5.2,1009.6,14.0,41.0,99.0,0.6,31.8,4.1
1470,Suphan Buri,2025-03-05,0.1,-6.8,7.7,4.1,5.2,1009.2,13.0,38.0,99.0,0.6,32.1,3.6
1471,Suphan Buri,2025-03-06,0.1,-7.7,7.2,4.1,5.2,1010.5,16.0,48.0,99.0,0.6,32.0,3.0
1472,Suphan Buri,2025-03-07,0.1,-8.9,7.9,4.1,5.2,1010.8,13.0,43.0,99.0,0.6,28.9,4.1
1473,Suphan Buri,2025-03-08,0.1,21.4,98.2,4.1,5.2,1014.1,20.0,38.0,0.1,0.6,22.2,2.0
1474,Suphan Buri,2025-03-09,0.1,-8.5,10.9,4.1,5.2,1013.6,17.0,43.0,1.4,0.6,23.9,3.0
1475,Suphan Buri,2025-03-10,0.1,-5.0,9.1,4.1,5.2,1014.5,21.0,69.0,1.4,0.6,31.6,2.0
1476,Suphan Buri,2025-03-11,0.1,-4.6,8.1,4.1,5.2,1012.5,45.0,85.0,1.4,0.6,34.2,2.0
1477,Suphan Buri,2025-03-12,0.1,24.5,50.0,4.1,5.2,1004.1,38.0,55.0,1.4,0.6,36.6,4.1
1478,Suphan Buri,2025-03-13,0.1,-6.6,7.6,4.1,5.2,1010.9,15.0,46.0,1.4,0.6,32.5,3.0
1479,Suphan Buri,2025-03-14,0.1,-6.6,7.6,4.1,5.2,1010.9,15.0,46.0,1.4,0.6,32.5,3.0
1480,Suphan Buri,2025-03-15,0.1,-6.6,7.6,4.1,5.2,1010.9,15.0,46.0,1.4,0.6,32.5,3.0
1481,Suphan Buri,2025-03-16,0.1,25.7,94.3,4.1,5.2,1009.3,88.0,56.0,1.4,0.6,26.7,1.5
1482,Suphan Buri,2025-03-17,0.1,25.7,94.3,4.1,5.2,1009.3,88.0,56.0,1.4,0.6,26.7,1.5
1483,Suphan Buri,2025-03-18,0.1,9.899999999999999,51.35,4.1,5.2,1009.55,36.0,47.5,1.4,0.6,29.650000000000002,2.0
1484,Suphan Buri,2025-03-19,0.1,-4.4,9.4,4.1,5.2,1014.0,50.0,41.0,1.4,0.6,31.8,2.0
1485,Suphan Buri,2025-03-20,0.1,-4.7,12.1,4.1,5.2,1018.9,57.0,77.0,1.4,0.6,27.0,4.1
1486,Suphan Buri,2025-03-21,0.1,-4.7,48.0,4.1,5.2,1016.9,53.0,86.0,1.4,0.6,28.6,0.5
1487,Suphan Buri,2025-03-22,0.1,-4.7,48.0,4.1,5.2,1016.9,53.0,86.0,1.4,0.6,28.6,0.5
1488,Suphan Buri,2025-03-23,0.1,-4.4,25.8,4.1,5.2,1012.2,72.0,124.0,1.4,0.6,32.349999999999994,0.75
1489,Suphan Buri,2025-03-24,0.1,22.8,45.4,4.1,5.2,1008.9,77.0,153.0,1.4,0.6,36.5,1.5
1490,Suphan Buri,2025-03-25,0.1,-7.5,7.1,4.1,5.2,1007.9,31.0,154.0,1.4,0.6,32.6,2.5
1491,Suphan Buri,2025-03-26,0.1,-5.7,8.1,4.1,5.2,1007.4,39.0,102.0,1.4,0.6,32.6,3.0
1492,Suphan Buri,2025-03-27,0.1,-4.7,8.6,4.1,5.2,1006.9,41.0,112.0,1.4,0.6,33.0,2.0
1493,Suphan Buri,2025-03-28,0.1,-4.7,48.0,4.1,5.2,1005.5,45.0,126.0,1.4,0.6,35.0,1.0
1494,Suphan Buri,2025-03-29,0.1,21.0,40.2,4.1,5.2,1006.1,58.0,155.0,1.4,0.6,36.7,2.0
1495,Suphan Buri,2025-03-30,0.1,21.0,40.2,4.1,5.2,1006.1,58.0,155.0,1.4,0.6,36.7,2.0
1496,Suphan Buri,2025-03-31,0.1,7.6000000000000005,36.65,4.1,5.2,1009.5,79.0,104.5,1.4,0.6,30.3,2.8
1497,Suphan Buri,2025-04-01,0.1,23.8,56.0,4.1,5.2,1011.0,20.0,68.0,1.4,0.6,32.7,0.2
1498,Suphan Buri,2025-04-02,0.1,24.3,87.7,4.1,5.2,1010.5,74.0,107.0,1.0,0.6,26.5,1.5
1499,Suphan Buri,2025-04-03,0.1,-7.0,8.0,4.1,5.2,1013.5,15.0,45.0,1.0,0.6,31.2,1.5
1500,Suphan Buri,2025-04-04,0.1,-5.7,7.5,4.1,5.2,1011.7,39.0,104.0,1.0,0.6,34.0,2.5
1501,Suphan Buri,2025-04-05,0.1,-5.9,7.8,4.1,5.2,1011.4,24.0,67.0,1.0,0.6,33.1,4.1
1502,Suphan Buri,2025-04-06,0.1,-5.9,7.8,4.1,5.2,1011.4,24.0,67.0,1.0,0.6,33.1,4.1
1503,Suphan Buri,2025-04-07,0.1,-5.699999999999999,7.949999999999999,4.1,5.2,1009.65,39.5,107.0,1.0,0.6,33.05,3.05
1504,Suphan Buri,2025-04-08,0.1,24.0,50.7,4.1,5.2,1010.5,19.0,63.0,1.0,0.6,35.8,2.0
1505,Suphan Buri,2025-04-09,0.1,24.0,64.0,4.1,5.2,1009.8,30.0,80.0,1.0,0.6,33.8,0.2
1506,Suphan Buri,2025-04-10,0.1,-7.1,8.3,4.1,5.2,1010.1,27.0,74.0,0.2,0.6,30.4,1.0
1507,Suphan Buri,2025-04-11,0.1,-5.4,8.1,4.1,5.2,1007.8,18.0,54.0,99.9,0.6,33.0,2.0
1508,Trang,2025-02-19,0.1,21.200000000000003,51.3,0.6,13.85,1007.95,20.5,39.0,1.3,0.6,32.1,3.3
1509,Trang,2025-02-20,0.1,21.200000000000003,51.3,0.6,13.85,1007.95,20.5,39.0,1.3,0.6,32.1,3.3
1510,Trang,2025-02-21,0.1,-7.4,9.6,0.6,13.4,1011.4,17.0,23.0,1.3,0.6,27.5,6.1
1511,Trang,2025-02-22,0.1,22.15,75.0,0.6,12.3,1011.5,22.0,32.5,1.3,0.6,28.6,1.0
1512,Trang,2025-02-23,0.1,22.4,73.69999999999999,0.6,12.850000000000001,1009.6,18.5,32.5,1.3,0.6,29.05,2.25
1513,Trang,2025-02-24,0.1,24.2,95.9,1.2,9.9,1011.5,12.0,13.0,1.3,0.6,24.1,1.5
1514,Trang,2025-02-25,0.1,24.1,82.7,1.2,19.4,1012.0,18.0,23.0,0.4,0.6,27.3,2.0
1515,Trang,2025-02-26,0.1,22.65,70.75,0.6,19.4,1012.75,20.5,47.0,0.6,0.6,28.15,2.25
1516,Trang,2025-02-27,0.1,23.0,59.0,0.6,19.4,1013.0,20.0,41.0,0.6,0.6,32.0,3.6
1517,Trang,2025-02-28,0.1,22.6,60.3,0.6,19.4,1010.0,17.0,37.0,0.6,0.6,30.8,4.6
1518,Trang,2025-03-01,0.1,22.35,65.6,0.8999999999999999,19.4,1008.35,21.0,26.5,0.6,0.6,29.55,2.5
1519,Trang,2025-03-02,0.1,22.2,59.5,0.6,19.4,1007.2,36.0,52.0,0.6,0.6,33.0,3.6
1520,Trang,2025-03-03,0.1,22.8,63.5,0.6,19.4,1006.7,28.0,59.0,0.6,0.6,33.5,3.0
1521,Trang,2025-03-04,0.1,20.8,56.6,0.6,19.4,1006.9,38.0,63.0,0.6,0.6,33.5,1.0
1522,Trang,2025-03-05,0.1,23.0,59.0,0.6,19.4,1009.0,33.0,76.0,0.6,0.6,32.0,1.0
1523,Trang,2025-03-06,0.1,24.8,67.7,0.6,19.4,1009.3,41.0,64.0,0.6,0.6,31.5,1.5
1524,Trang,2025-03-07,0.1,-6.2,8.4,0.6,19.4,1009.7,35.0,46.0,99.4,0.6,31.3,2.0
1525,Trang,2025-03-08,0.1,22.8,56.7,0.6,19.4,1006.5,14.0,18.0,1.3,0.6,34.4,3.0
1526,Trang,2025-03-09,0.1,22.7,77.4,0.6,19.4,1008.7,17.0,32.0,99.7,0.6,28.7,1.0
1527,Trang,2025-03-10,0.1,23.0,60.4,0.6,19.4,1010.4,32.0,50.0,99.0,0.6,31.6,5.1
1528,Trang,2025-03-11,0.1,-6.2,8.0,0.6,19.4,1012.2,23.0,54.0,0.8,0.6,32.2,0.5
1529,Trang,2025-03-12,0.1,-6.2,8.0,0.6,19.4,1012.2,23.0,54.0,0.8,0.6,32.2,0.5
1530,Trang,2025-03-13,0.1,24.55,65.05,0.6,19.4,1006.4,17.0,38.5,0.45,0.6,32.9,2.75
1531,Trang,2025-03-14,0.1,24.55,65.05,0.6,19.4,1006.4,17.0,38.5,0.45,0.6,32.9,2.75
1532,Trang,2025-03-15,0.1,24.55,65.05,0.6,19.4,1006.4,17.0,38.5,0.45,0.6,32.9,2.75
1533,Trang,2025-03-16,0.1,24.55,65.05,0.6,19.4,1006.4,17.0,38.5,0.45,0.6,32.9,2.75
1534,Trang,2025-03-17,0.1,24.55,65.05,0.6,19.4,1006.4,17.0,38.5,0.45,0.6,32.9,2.75
1535,Trang,2025-03-18,0.1,21.7,64.9,0.8999999999999999,19.4,1007.0,20.0,40.5,0.1,0.6,29.05,2.8
1536,Trang,2025-03-19,0.1,22.5,51.8,0.6,19.4,1008.5,39.0,67.0,0.2,0.6,32.0,4.6
1537,Trang,2025-03-20,0.1,23.8,91.4,3.5,19.4,1012.5,43.0,59.0,1.6,0.6,25.3,1.5
1538,Trang,2025-03-21,0.1,24.0,70.0,0.6,19.4,1015.0,30.0,60.0,1.6,0.6,30.0,3.6
1539,Trang,2025-03-22,0.1,24.0,70.0,0.6,19.4,1015.0,30.0,60.0,1.6,0.6,30.0,3.6
1540,Trang,2025-03-23,0.1,23.8,63.4,0.8999999999999999,19.4,1010.7,35.0,68.0,2.1,0.6,29.85,2.5
1541,Trang,2025-03-24,0.1,22.0,50.8,0.6,19.4,1008.3,41.0,61.0,99.0,0.6,33.6,4.1
1542,Trang,2025-03-25,0.1,23.1,64.0,1.2,19.4,1006.7,54.0,81.0,99.0,0.6,32.7,1.0
1543,Trang,2025-03-26,0.1,23.4,63.7,0.6,19.4,1005.7,61.0,112.0,99.0,0.6,33.2,2.0
1544,Trang,2025-03-27,0.1,23.4,63.7,0.6,19.4,1005.7,61.0,112.0,99.0,0.6,33.2,2.0
1545,Trang,2025-03-28,0.1,24.0,56.0,0.6,19.4,1007.0,57.0,96.0,99.0,0.6,34.0,2.0
1546,Trang,2025-03-29,0.1,23.0,51.3,0.6,19.4,1005.8,37.0,67.0,99.0,0.6,34.5,1.0
1547,Trang,2025-03-30,0.1,23.0,51.3,0.6,19.4,1005.8,37.0,67.0,99.0,0.6,34.5,1.0
1548,Trang,2025-03-31,0.1,23.25,65.5,0.8999999999999999,19.4,1007.25,40.5,67.0,1.2,0.6,30.5,2.55
1549,Trang,2025-04-01,0.1,24.0,70.0,0.6,19.4,1011.0,51.0,62.0,1.2,0.6,30.0,2.5
1550,Trang,2025-04-02,0.1,23.4,67.0,0.6,19.4,1008.2,22.0,36.0,1.2,0.6,30.1,1.5
1551,Trang,2025-04-03,0.1,26.0,70.0,0.6,19.4,1011.0,20.0,25.0,1.2,0.6,32.0,3.0
1552,Trang,2025-04-04,0.1,24.0,56.0,0.6,19.4,1011.0,18.0,30.0,1.2,0.6,34.0,4.1
